,group,names,scores,logfoldchanges,pvals,pvals_adj
247,2,PAFAH1B3,8.843301,2.0051985,9.293179946686163e-19,3.0085121214072003e-16
248,2,COX7A2,8.8183155,1.3657446,1.161942682858907e-18,3.7339369861518876e-16
249,2,BRK1,8.780129,1.3763965,1.6328697568925332e-18,5.171227525741396e-16
250,2,IGFBP7,8.744106,5.0880723,2.247871344459925e-18,7.067695628652989e-16
251,2,RCN2,8.737997,1.9217175,2.372802853575911e-18,7.407212565191544e-16
252,2,KRT10,8.735087,1.9806515,2.4346797241036256e-18,7.546471110796089e-16
253,2,ANXA4,8.671934,1.7212689,4.2484137997842486e-18,1.2893935882345194e-15
254,2,MTCH1,8.548664,1.7982244,1.2452088915709765e-17,3.727438999809449e-15
255,2,MORF4L1,8.546628,0.92113733,1.2673697587396872e-17,3.767967886799952e-15
256,2,DYNLL1,8.492585,1.147519,2.0209104940474513e-17,5.849130611380782e-15
257,2,ONECUT1,8.400101,7.4647965,4.4609528482779196e-17,1.2578160211686335e-14
258,2,PNRC1,8.390755,2.0423636,4.8303301361473226e-17,1.3446162310202712e-14
259,2,SSR2,8.296233,0.82078725,1.0746411155098595e-16,2.9674318369077195e-14
260,2,ELOB,8.295688,0.98999965,1.0795846194131599e-16,2.9674318369077195e-14
261,2,APP,8.289396,1.6264832,1.1382459897875428e-16,3.109118921104673e-14
262,2,CNN3,8.221606,3.268292,2.0079542685445248e-16,5.4170144044734513e-14
263,2,EIF4G2,8.156126,1.6863838,3.4594283569802795e-16,9.218954689845496e-14
264,2,PROX1,8.145906,5.138985,3.764521272156173e-16,9.971190162322024e-14
265,2,SNRPN,8.069987,2.2146664,7.030522970095895e-16,1.828940332649232e-13
266,2,ZKSCAN1,8.061623,2.1567671,7.528803961424609e-16,1.9469754339059239e-13
267,2,DBN1,8.013327,3.258865,1.1164694885002938e-15,2.836871077059119e-13
268,2,ITM2C,8.012471,1.1032534,1.1242579952242036e-15,2.8401486371837333e-13
269,2,OAZ2,7.98936,2.5863442,1.3564141008362069e-15,3.387469820739748e-13
270,2,CD63,7.9494457,1.0922596,1.873478616876048e-15,4.652188038179023e-13
271,2,ATP6V1G1,7.9424996,0.9616702,1.98147306860096e-15,4.892559264979456e-13
272,2,TMEM59,7.8955483,1.4120744,2.8904193310740675e-15,7.096791373329272e-13
273,2,HHEX,7.876582,4.8613195,3.3645748044031266e-15,8.079416332507376e-13
274,2,ZFHX3,7.8001003,2.829179,6.185806022666657e-15,1.469263404427302e-12
275,2,COX7C,7.7967544,0.82468176,6.351974853252765e-15,1.5005768053327506e-12
276,2,TM4SF1,7.709671,3.7207036,1.2614259111878754e-14,2.91689724987063e-12
277,2,LAPTM4A,7.6848135,1.2475872,1.532202493506036e-14,3.505936009224492e-12
278,2,SFRP5,7.6788487,3.4179785,1.6052437146941867e-14,3.6350036946629397e-12
279,2,UBL5,7.6523547,0.8132303,1.9733186888326962e-14,4.445459792615678e-12
280,2,MRFAP1,7.435037,1.1652943,1.0453846551756022e-13,2.295853817577614e-11
281,2,BBLN,7.4294186,1.7463591,1.0907619210776757e-13,2.3835329499389367e-11
282,2,AMBP,7.411471,3.9413788,1.2490632862615876e-13,2.7158737245162402e-11
283,2,SH2D6,7.3493724,9.330878,1.9913985852961674e-13,4.287294767082941e-11
284,2,RAC1,7.318969,0.90948087,2.4988416261069187e-13,5.327286557433014e-11
285,2,CMTM8,7.312186,3.0589423,2.628311490747141e-13,5.5224867976737035e-11
286,2,FKBP8,7.2445774,1.3958992,4.337889322109944e-13,9.027767377785381e-11
287,2,C11orf58,7.199263,1.1558852,6.053889079153714e-13,1.2306007828620182e-10
288,2,RSF1,7.118071,2.0757802,1.0944781294925582e-12,2.1941776225386588e-10
289,2,PRMT1,7.1115613,1.1627858,1.147374473573023e-12,2.289719360412575e-10
290,2,PTOV1,7.090777,1.827462,1.3336111709319153e-12,2.637291521013956e-10
291,2,PSMA4,7.0787754,1.1636547,1.4543375725385654e-12,2.8275007840142076e-10
292,2,HMGB1,7.078648,0.83851695,1.4556737973714001e-12,2.8275007840142076e-10
293,2,SAP18,7.077903,0.8450397,1.463524480462876e-12,2.8301714112455545e-10
294,2,PARK7,7.0761023,1.056034,1.4826526640334457e-12,2.85453092638404e-10
295,2,CXXC5,7.0556817,1.7219976,1.7175649565771061e-12,3.249543673690296e-10
296,2,TSC22D1,7.0413165,1.2985238,1.9043205697947665e-12,3.587345956134072e-10
297,2,DYNLT1,7.036243,1.3894241,1.974923593869561e-12,3.7043802895482956e-10
298,2,PSMB1,7.021223,0.8707282,2.1993448249300747e-12,4.1076994114847856e-10
299,2,HNRNPK,7.0064573,1.0082039,2.444276501144094e-12,4.526468652796673e-10
